idx,age,gender,race,date,purpose
6847,36,0,0,20170119201550109.jpg.chip,0
6848,40,0,0,20170117182850349.jpg.chip,0
6849,38,0,0,20170117191939980.jpg.chip,0
6850,35,0,3,20170119201448301.jpg.chip,0
6851,23,1,1,20170117194002005.jpg.chip,0
6852,5,1,0,20170104202352685.jpg.chip,0
6853,27,1,1,20170117010348353.jpg.chip,0
6854,75,0,1,20170111221655006.jpg.chip,0
6855,27,0,0,20170117135722872.jpg.chip,0
6856,45,0,3,20170119201135740.jpg.chip,0
6857,25,1,3,20170119172136505.jpg.chip,0
6858,36,0,2,20170104202606050.jpg.chip,0
6859,22,0,1,20170114033210195.jpg.chip,0
6860,1,1,2,20161219195916355.jpg.chip,0
6861,55,0,3,20170119205343062.jpg.chip,0
6862,16,1,0,20170109214415828.jpg.chip,0
6863,78,0,0,20170111221741900.jpg.chip,2
6864,22,1,1,20170114030733636.jpg.chip,0
6865,58,0,3,20170119211558385.jpg.chip,2
6866,37,0,0,20170105183948391.jpg.chip,1
6867,36,0,0,20170116002809469.jpg.chip,1
6868,63,0,0,20170105180928702.jpg.chip,2
6869,29,1,1,20170116002146102.jpg.chip,2
6870,13,0,0,20170110224625011.jpg.chip,2
6871,38,0,1,20170117133818533.jpg.chip,0
6872,24,1,2,20170116174521873.jpg.chip,0
6873,33,1,1,20170116210318759.jpg.chip,0
6874,18,1,3,20170119155644533.jpg.chip,0
6875,25,1,0,20170117195358981.jpg.chip,0
6876,8,0,0,20170110220129114.jpg.chip,0
6877,23,1,2,20170116173154425.jpg.chip,0
6878,25,0,0,20170116222911780.jpg.chip,0
6879,34,0,0,20170117121730983.jpg.chip,0
6880,31,0,1,20170117203020591.jpg.chip,2
6881,85,0,0,20170117175305485.jpg.chip,2
6882,65,0,1,20170117194017535.jpg.chip,1
6883,99,1,2,20170117195405372.jpg.chip,2
6884,74,0,0,20170111224032125.jpg.chip,1
6885,55,0,2,20170117181154412.jpg.chip,0
6886,89,1,1,20170120230414826.jpg.chip,2
6887,45,0,0,20170117182703981.jpg.chip,2
6888,16,1,0,20170109213504335.jpg.chip,0
6889,38,1,0,20170117154132795.jpg.chip,0
6890,26,1,4,20170117174529702.jpg.chip,0
6891,4,1,2,20161219205238948.jpg.chip,1
6892,27,0,4,20170117010740316.jpg.chip,0
6893,50,0,3,20170119183204846.jpg.chip,0
6894,27,1,0,20170117142744825.jpg.chip,0
6895,32,1,2,20170116163345446.jpg.chip,0
6896,60,1,0,20170110131859302.jpg.chip,0
6897,28,1,0,20170116221705370.jpg.chip,2
6898,25,1,0,20170103163054063.jpg.chip,0
6899,26,1,3,20170117174603671.jpg.chip,0
6900,45,0,1,20170113183341175.jpg.chip,0
6901,57,0,0,20170111171747492.jpg.chip,0
6902,35,1,0,20170116223137874.jpg.chip,2
6903,26,1,3,20170104235435739.jpg.chip,0
6904,76,1,0,20170110181730883.jpg.chip,0
6905,30,1,2,20170116192249012.jpg.chip,1
6906,28,0,3,20170119194909970.jpg.chip,0
6907,26,0,3,20170119180446828.jpg.chip,1
6908,30,0,3,20170117120456566.jpg.chip,0
6909,26,0,1,20170113175359836.jpg.chip,2
6910,24,0,1,20170113132543250.jpg.chip,0
6911,29,1,1,20170112211222837.jpg.chip,0
6912,28,1,2,20170109002652355.jpg.chip,0
6913,16,0,0,20170110232313053.jpg.chip,2
6914,85,1,0,20170120225757530.jpg.chip,0
6915,28,1,1,20170117022229804.jpg.chip,0
6916,30,1,2,20170116174642075.jpg.chip,0
6917,76,1,1,20170110182035970.jpg.chip,0
6918,21,1,0,20170104234933489.jpg.chip,1
6919,2,0,2,20161219151144107.jpg.chip,0
6920,1,0,2,20161219204012884.jpg.chip,0
6921,26,0,3,20170104214719799.jpg.chip,0
6922,32,1,1,20170113011600858.jpg.chip,0
6923,27,1,1,20170112234058559.jpg.chip,0
6924,16,1,0,20170116204045849.jpg.chip,0
6925,38,0,1,20170117165211936.jpg.chip,0
6926,25,1,0,20170103180835288.jpg.chip,0
6927,28,0,0,20170116212026440.jpg.chip,0
6928,27,1,2,20170116172712326.jpg.chip,2
6929,86,0,0,20170111210757200.jpg.chip,0
6930,80,1,0,20170110180237499.jpg.chip,0
6931,35,0,0,20170117150020867.jpg.chip,0
6932,20,0,0,20170116205028194.jpg.chip,0
6933,60,1,1,20170112210519379.jpg.chip,0
6934,24,1,3,20170104234737428.jpg.chip,0
6935,25,1,2,20170116174850070.jpg.chip,2
6936,25,1,2,20170116175237465.jpg.chip,0
6937,57,1,0,20170104235338307.jpg.chip,0
6938,25,1,0,20170117141803697.jpg.chip,0
6939,9,0,0,20170110220536562.jpg.chip,1
6940,75,0,0,20170117175217462.jpg.chip,0
6941,62,0,1,20170116204827125.jpg.chip,2
6942,65,1,1,20170117184041200.jpg.chip,0
6943,22,1,3,20170104222152991.jpg.chip,2
6944,15,0,0,20170116201248395.jpg.chip,0
6945,56,1,0,20170109221138733.jpg.chip,0
6946,17,1,1,20170114030014850.jpg.chip,0
6947,34,1,1,20170117140052288.jpg.chip,0
6948,46,0,2,20170116173625939.jpg.chip,0
6949,36,0,3,20170109140426932.jpg.chip,2
6950,26,0,0,20170113210126726.jpg.chip,0
6951,31,1,1,20170116231912509.jpg.chip,0
6952,5,0,0,20170110213615044.jpg.chip,0
6953,25,1,3,20170119172047553.jpg.chip,2
6954,39,0,0,20170113183735128.jpg.chip,1
6955,9,0,0,20170110224837718.jpg.chip,0
6956,27,0,1,20170113175646676.jpg.chip,2
6957,60,1,1,20170120222504473.jpg.chip,0
6958,4,1,2,20161219190303315.jpg.chip,0
6959,26,0,1,20170116205647025.jpg.chip,0
6960,25,1,0,20170104183350805.jpg.chip,2
6961,24,1,0,20170117150813388.jpg.chip,0
6962,8,0,3,20170104225706490.jpg.chip,0
6963,22,1,1,20170113005450526.jpg.chip,0
6964,7,0,0,20170110215959875.jpg.chip,0
6965,35,0,2,20170116184036787.jpg.chip,2
6966,30,0,0,20170117181118268.jpg.chip,2
6967,15,0,0,20170103200828591.jpg.chip,2
6968,26,1,0,20170105003228731.jpg.chip,0
6969,49,1,0,20170104184759926.jpg.chip,2
6970,73,0,0,20170111211426693.jpg.chip,1
6971,35,0,3,20170119150621966.jpg.chip,0
6972,32,1,4,20170113000945786.jpg.chip,0
6973,37,0,1,20170117191953052.jpg.chip,0
6974,33,1,0,20170103180737106.jpg.chip,0
6975,30,1,1,20170113012657328.jpg.chip,0
6976,50,0,0,20170120220738491.jpg.chip,0
6977,50,1,0,20170110151434231.jpg.chip,0
6978,8,1,0,20170109204452579.jpg.chip,2
6979,25,0,2,20170116170511407.jpg.chip,0
6980,2,1,2,20161219211133165.jpg.chip,2
6981,23,1,3,20170119164509213.jpg.chip,0
6982,36,1,4,20170117203519312.jpg.chip,0
6983,39,1,1,20170113012723081.jpg.chip,0
6984,80,0,0,20170117175542908.jpg.chip,0
6985,25,1,2,20170116175317571.jpg.chip,0
6986,4,1,4,20161223232228388.jpg.chip,2
6987,52,1,0,20170104210704511.jpg.chip,0
6988,38,1,1,20170113012502193.jpg.chip,0
6989,1,0,4,20161219195147803.jpg.chip,0
6990,65,0,0,20170111193847133.jpg.chip,0
6991,31,0,4,20170103235207122.jpg.chip,0
6992,43,1,1,20170117155119604.jpg.chip,0
6993,60,0,0,20170117172331922.jpg.chip,0
6994,30,1,0,20170117103601281.jpg.chip,0
6995,36,0,0,20170117155223901.jpg.chip,0
6996,43,0,0,20170105164829293.jpg.chip,1
6997,42,0,2,20170109012231207.jpg.chip,0
6998,52,0,0,20170113183829983.jpg.chip,0
6999,72,1,0,20170110153733573.jpg.chip,0
7000,21,0,0,20170103223223127.jpg.chip,0
7001,40,1,0,20170117134334933.jpg.chip,1
7002,21,0,1,20170114031536421.jpg.chip,2
7003,26,1,1,20170116225013300.jpg.chip,0
7004,40,0,3,20170109003040502.jpg.chip,0
7005,1,1,1,20170109194554835.jpg.chip,0
7006,32,0,0,20170117182429685.jpg.chip,2
7007,4,1,3,20161219224933671.jpg.chip,2
7008,61,0,1,20170113185419607.jpg.chip,1
7009,53,0,0,20170117161110830.jpg.chip,1
7010,20,0,0,20170116201311689.jpg.chip,1
7011,60,0,2,20170112205517100.jpg.chip,0
7012,58,0,0,20170120224606727.jpg.chip,2
7013,35,1,0,20170117193055396.jpg.chip,0
7014,88,1,0,20170105174941006.jpg.chip,0
7015,22,1,3,20170117143734089.jpg.chip,0
7016,30,1,2,20170116191309887.jpg.chip,0
7017,2,1,4,20161221202224681.jpg.chip,0
7018,7,0,1,20170110224720024.jpg.chip,0
7019,2,1,4,20161221195003500.jpg.chip,2
7020,28,1,2,20170108224230864.jpg.chip,2
7021,20,0,0,20170104230042553.jpg.chip,0
7022,54,0,1,20170120222533712.jpg.chip,0
7023,35,1,1,20170116222842436.jpg.chip,1
7024,40,0,0,20170117090946200.jpg.chip,0
7025,72,1,0,20170110131756405.jpg.chip,0
7026,26,1,2,20170116184131117.jpg.chip,0
7027,8,1,2,20161219163616367.jpg.chip,1
7028,8,0,3,20170104230744745.jpg.chip,2
7029,42,1,0,20170104185202934.jpg.chip,0
7030,3,0,0,20170110212559987.jpg.chip,2
7031,24,0,1,20170117170559987.jpg.chip,0
7032,45,0,0,20170104172836234.jpg.chip,2
7033,26,1,0,20170116153206969.jpg.chip,0
7034,34,1,1,20170112234456968.jpg.chip,1
7035,30,0,3,20170117145159065.jpg.chip,0
7036,83,0,0,20170111211106903.jpg.chip,2
7037,41,0,3,20170109140906863.jpg.chip,0
7038,31,0,1,20170113151857048.jpg.chip,0
7039,26,1,0,20170117174547382.jpg.chip,0
7040,31,0,4,20170116193338756.jpg.chip,2
7041,56,0,1,20170113174604139.jpg.chip,2
7042,85,0,0,20170111205823547.jpg.chip,0
7043,4,1,1,20170109194638149.jpg.chip,0
7044,56,1,0,20170110122842545.jpg.chip,2
7045,35,0,2,20170116172943457.jpg.chip,0
7046,1,0,2,20161219194716652.jpg.chip,1
7047,1,0,0,20170110213438385.jpg.chip,0
7048,30,0,2,20170116180136075.jpg.chip,0
7049,27,1,2,20170116172452183.jpg.chip,0
7050,17,1,0,20170109214542387.jpg.chip,0
7051,38,0,1,20170113174624908.jpg.chip,0
7052,25,1,3,20170117152028652.jpg.chip,0
7053,30,0,3,20170119195759283.jpg.chip,0
7054,1,1,3,20161219230734016.jpg.chip,2
7055,49,0,0,20170119205452032.jpg.chip,0
7056,45,0,4,20170117194230527.jpg.chip,0
7057,42,1,0,20170109141959953.jpg.chip,0
7058,39,0,2,20170117154429963.jpg.chip,0
7059,49,1,0,20170104235723082.jpg.chip,0
7060,20,1,0,20170117150259426.jpg.chip,1
7061,55,0,0,20170116193520434.jpg.chip,2
7062,26,1,1,20170116225026009.jpg.chip,0
7063,36,0,0,20170117135445816.jpg.chip,1
7064,60,0,0,20170104184751214.jpg.chip,0
7065,24,0,1,20170113151024815.jpg.chip,1
7066,28,1,1,20170117022158414.jpg.chip,2
7067,26,0,1,20170113152741498.jpg.chip,0
7068,27,0,3,20170104230153993.jpg.chip,0
7069,20,1,2,20170116194052786.jpg.chip,2
7070,79,1,0,20170110131753196.jpg.chip,0
7071,46,0,0,20170104200811706.jpg.chip,0
7072,34,0,1,20170104173008466.jpg.chip,1
7073,42,0,0,20170103181301064.jpg.chip,0
7074,27,0,0,20170104172424772.jpg.chip,2
7075,35,1,2,20170116181314698.jpg.chip,0
7076,45,1,1,20170109221115578.jpg.chip,2
7077,66,1,0,20170110122210413.jpg.chip,0
7078,26,0,0,20170113135319121.jpg.chip,2
7079,25,0,4,20170117151003346.jpg.chip,0
7080,1,0,0,20170109194450082.jpg.chip,0
7081,38,0,0,20170117120851677.jpg.chip,0
7082,26,0,3,20170104230403674.jpg.chip,0
7083,16,0,0,20170110231521377.jpg.chip,0
7084,43,0,0,20170120222409079.jpg.chip,0
7085,24,1,2,20170117194430613.jpg.chip,0
7086,43,0,0,20170104183900726.jpg.chip,0
7087,1,0,0,20161219191041403.jpg.chip,0
7088,39,0,0,20170116214253075.jpg.chip,2
7089,31,1,0,20170117133435466.jpg.chip,2
7090,36,1,1,20170112213416311.jpg.chip,0
7091,93,1,0,20170110182437844.jpg.chip,2
7092,24,1,3,20170119165528950.jpg.chip,0
7093,29,0,0,20170119195149987.jpg.chip,0
7094,1,1,4,20161221202135073.jpg.chip,0
7095,30,0,4,20170104000115245.jpg.chip,0
7096,29,1,2,20170104021748445.jpg.chip,2
7097,26,0,4,20170117195657219.jpg.chip,0
7098,26,1,2,20170116184054722.jpg.chip,1
7099,2,0,2,20161219162343270.jpg.chip,0
7100,57,0,0,20170104202107434.jpg.chip,0
7101,38,1,1,20170116012120261.jpg.chip,1
7102,4,1,3,20161219225233848.jpg.chip,1
7103,72,0,0,20170111210705162.jpg.chip,1
7104,62,1,0,20170110182008441.jpg.chip,0
7105,4,0,0,20170110213441609.jpg.chip,0
7106,36,1,3,20170119202210389.jpg.chip,0
7107,25,1,1,20170112192328981.jpg.chip,1
7108,1,0,3,20161220220411577.jpg.chip,0
7109,23,1,2,20170116173239323.jpg.chip,0
7110,16,0,0,20170110231815815.jpg.chip,0
7111,35,0,0,20170117151444756.jpg.chip,2
7112,45,0,3,20170119183426844.jpg.chip,0
7113,1,0,2,20161219161944926.jpg.chip,0
7114,90,1,0,20170110180120743.jpg.chip,2
7115,12,1,0,20170109203310061.jpg.chip,0
7116,34,1,3,20170119200853821.jpg.chip,0
7117,43,0,0,20170104204616830.jpg.chip,1
7118,22,1,0,20170117143206386.jpg.chip,0
7119,1,0,4,20170110212923157.jpg.chip,2
7120,53,1,0,20170110141257440.jpg.chip,2
7121,5,1,2,20161219204528892.jpg.chip,1
7122,28,0,1,20170117015425896.jpg.chip,0
7123,13,1,0,20170109204117086.jpg.chip,0
7124,29,1,0,20170104172544539.jpg.chip,0
7125,16,1,3,20170104221751447.jpg.chip,1
7126,25,1,0,20170104022204452.jpg.chip,0
7127,22,0,0,20170104003948607.jpg.chip,0
7128,9,0,0,20170110220239466.jpg.chip,0
7129,28,0,0,20170113210127446.jpg.chip,0
7130,26,1,0,20170117173739125.jpg.chip,0
7131,45,0,1,20170113152719963.jpg.chip,2
7132,18,1,0,20170109213010399.jpg.chip,0
7133,78,0,2,20170112215118168.jpg.chip,0
7134,2,0,0,20170110213349752.jpg.chip,0
7135,32,0,3,20170117182128437.jpg.chip,1
7136,85,1,0,20170110182139534.jpg.chip,1
7137,24,1,0,20170105183445456.jpg.chip,2
7138,18,1,0,20170109214254732.jpg.chip,2
7139,37,0,3,20170119202212805.jpg.chip,0
7140,26,0,0,20170117003329930.jpg.chip,0
7141,60,1,0,20170110141425361.jpg.chip,0
7142,13,0,1,20170110232537879.jpg.chip,0
7143,28,0,3,20170117020056667.jpg.chip,0
7144,30,0,3,20170119153044871.jpg.chip,0
7145,3,0,3,20161220222637579.jpg.chip,0
7146,1,0,2,20161219151026723.jpg.chip,1
7147,36,1,0,20170117091726944.jpg.chip,0
7148,36,1,3,20170119181235533.jpg.chip,0
7149,25,1,2,20170116174838291.jpg.chip,2
7150,70,0,0,20170111201153097.jpg.chip,0
7151,2,0,4,20170103210452250.jpg.chip,0
7152,37,0,0,20170117140050797.jpg.chip,1
7153,32,1,0,20170104172950778.jpg.chip,0
7154,38,0,1,20170117191944663.jpg.chip,0
7155,29,1,1,20170109134854367.jpg.chip,0
7156,37,0,0,20170119202221757.jpg.chip,0
7157,39,0,3,20170104220730909.jpg.chip,0
7158,57,1,0,20170108225103840.jpg.chip,0
7159,50,1,0,20170110141422320.jpg.chip,1
7160,37,1,0,20170109002419306.jpg.chip,2
7161,50,1,0,20170117155139407.jpg.chip,0
7162,32,0,1,20170113173419142.jpg.chip,2
7163,33,1,0,20170104165723873.jpg.chip,1
7164,50,0,3,20170119204538302.jpg.chip,0
7165,3,0,0,20170110212752045.jpg.chip,0
7166,24,1,1,20170116162121188.jpg.chip,0
7167,32,0,3,20170119160433674.jpg.chip,0
7168,4,0,0,20170110213536030.jpg.chip,0
7169,54,0,3,20170119201754083.jpg.chip,1
7170,55,0,0,20170117135534039.jpg.chip,0
7171,75,0,0,20170117174511134.jpg.chip,0
7172,65,0,0,20170120223336620.jpg.chip,0
7173,83,1,0,20170120224721561.jpg.chip,0
7174,22,1,0,20170105184130182.jpg.chip,2
7175,20,0,0,20170113180905699.jpg.chip,0
7176,4,1,2,20161219211452533.jpg.chip,2
7177,48,0,3,20170119181346742.jpg.chip,1
7178,26,0,0,20170103181004512.jpg.chip,0
7179,25,1,1,20170112192945622.jpg.chip,0
7180,29,1,4,20170103230245713.jpg.chip,0
7181,29,0,0,20170108223214078.jpg.chip,2
7182,27,1,0,20170116201204900.jpg.chip,2
7183,61,1,0,20170117174758733.jpg.chip,1
7184,49,0,0,20170104185007076.jpg.chip,0
7185,26,1,2,20170116175458291.jpg.chip,0
7186,35,1,1,20170117154137390.jpg.chip,0
7187,56,0,0,20170104211806996.jpg.chip,0
7188,51,0,0,20170117154738754.jpg.chip,2
7189,54,1,3,20170119211354201.jpg.chip,0
7190,30,1,1,20170112204445843.jpg.chip,0
7191,26,0,4,20170104200600267.jpg.chip,0
7192,27,1,1,20170117013822716.jpg.chip,0
7193,9,0,0,20170110224627443.jpg.chip,0
7194,56,0,0,20170111203105369.jpg.chip,1
7195,50,0,3,20170119211935657.jpg.chip,0
7196,18,1,1,20170114030339628.jpg.chip,0
7197,35,1,0,20170117182819269.jpg.chip,0
7198,25,1,0,20170119172027811.jpg.chip,0
7199,60,1,0,20170110141547583.jpg.chip,0
7200,20,1,4,20170103230215713.jpg.chip,0
7201,51,0,0,20170117173720491.jpg.chip,2
7202,2,0,2,20161219195037083.jpg.chip,1
7203,51,0,0,20170111181750495.jpg.chip,2
7204,40,0,1,20170113142401365.jpg.chip,0
7205,22,1,2,20170116172719532.jpg.chip,2
7206,66,1,0,20170110132405672.jpg.chip,2
7207,56,1,1,20170116161657239.jpg.chip,0
7208,29,1,0,20170117130557275.jpg.chip,0
7209,35,1,0,20170104171655778.jpg.chip,0
7210,52,1,0,20170104002309261.jpg.chip,0
7211,26,0,1,20170113151924968.jpg.chip,0
7212,39,0,1,20170113135606217.jpg.chip,2
7213,23,1,0,20170104023208069.jpg.chip,0
7214,26,0,0,20170117195926293.jpg.chip,1
7215,18,1,0,20170109213550274.jpg.chip,0
7216,70,0,3,20170119192013226.jpg.chip,0
7217,23,1,1,20170113195614940.jpg.chip,2
7218,40,1,0,20170117154646262.jpg.chip,2
7219,28,1,4,20170103225950647.jpg.chip,0
7220,44,0,1,20170116010013473.jpg.chip,0
7221,81,0,0,20170117091321806.jpg.chip,0
7222,31,0,1,20170113175708996.jpg.chip,0
7223,1,0,2,20161219203148028.jpg.chip,0
7224,1,1,3,20161219225035448.jpg.chip,0
7225,68,0,0,20170111221712885.jpg.chip,0
7226,26,0,3,20170117154834390.jpg.chip,0
7227,36,0,0,20170114030354305.jpg.chip,0
7228,3,0,2,20161219161700237.jpg.chip,0
7229,22,0,2,20170116165407686.jpg.chip,0
7230,5,0,3,20161220222937859.jpg.chip,0
7231,29,0,0,20170116024240065.jpg.chip,0
7232,17,1,1,20170114030037010.jpg.chip,0
7233,28,1,2,20170116162147060.jpg.chip,0
7234,30,1,2,20170104020408339.jpg.chip,0
7235,45,1,0,20170117191302524.jpg.chip,0
7236,26,0,0,20170113210605342.jpg.chip,0
7237,24,1,2,20170104021011429.jpg.chip,2
7238,63,0,1,20170120221531693.jpg.chip,2
7239,59,0,0,20170111205304095.jpg.chip,0
7240,52,1,0,20170110131852751.jpg.chip,0
7241,42,1,4,20170103225757192.jpg.chip,0
7242,16,1,4,20170102234841875.jpg.chip,2
7243,9,0,0,20170120133317677.jpg.chip,0
7244,43,1,3,20170119204557143.jpg.chip,0
7245,27,1,4,20170116211825926.jpg.chip,2
7246,24,1,0,20170117194749524.jpg.chip,0
7247,27,1,4,20170117202236181.jpg.chip,2
7248,25,1,0,20170117152149428.jpg.chip,2
7249,14,1,0,20170104011842010.jpg.chip,1
7250,27,1,3,20170117183509909.jpg.chip,0
7251,40,0,0,20170113141758342.jpg.chip,0
7252,22,1,3,20170119152638326.jpg.chip,0
7253,30,0,0,20170117130641193.jpg.chip,0
7254,11,1,4,20170103201747167.jpg.chip,0
7255,32,0,0,20170116192543457.jpg.chip,0
7256,80,0,0,20170117174434118.jpg.chip,0
7257,11,0,0,20170110224606036.jpg.chip,0
7258,48,0,0,20170104210544269.jpg.chip,0
7259,1,0,3,20161219224544080.jpg.chip,0
7260,28,1,2,20170104020746876.jpg.chip,2
7261,21,1,0,20170103201838744.jpg.chip,0
7262,28,1,0,20170104165123368.jpg.chip,0
7263,51,0,3,20170119211842089.jpg.chip,1
7264,25,1,4,20170103230205288.jpg.chip,0
7265,1,1,1,20170109191243420.jpg.chip,0
7266,7,1,1,20170109194708063.jpg.chip,0
7267,2,1,4,20170103202730376.jpg.chip,0
7268,37,1,3,20170109141945326.jpg.chip,2
7269,26,1,3,20161220222108978.jpg.chip,2
7270,55,0,3,20170117175522223.jpg.chip,0
7271,8,1,3,20170104222252734.jpg.chip,0
7272,26,0,4,20170105163503003.jpg.chip,1
7273,43,0,1,20170117175231213.jpg.chip,0
7274,32,1,3,20170109142352309.jpg.chip,1
7275,32,0,0,20170117182419741.jpg.chip,0
7276,1,0,2,20161219203310132.jpg.chip,0
7277,1,0,2,20161219211231133.jpg.chip,0
7278,26,1,2,20170116180246581.jpg.chip,0
7279,36,1,1,20170116223054510.jpg.chip,0
7280,37,1,0,20170104165756313.jpg.chip,2
7281,28,0,0,20170113210605140.jpg.chip,2
7282,35,0,3,20170119175248164.jpg.chip,0
7283,11,0,3,20170104230222352.jpg.chip,0
7284,37,0,2,20170119193342866.jpg.chip,0
7285,32,1,0,20170116222855361.jpg.chip,2
7286,8,0,3,20161220222824203.jpg.chip,2
7287,26,0,1,20170116153040656.jpg.chip,0
7288,26,1,3,20170104223033351.jpg.chip,2
7289,58,0,1,20170111200022771.jpg.chip,0
7290,50,0,2,20170116191148275.jpg.chip,0
7291,1,0,2,20161219141927321.jpg.chip,0
7292,52,1,0,20170109220918442.jpg.chip,0
7293,23,1,4,20170103233611875.jpg.chip,2
7294,20,0,0,20170117005807799.jpg.chip,0
7295,1,0,2,20161219154038141.jpg.chip,0
7296,18,1,0,20170117133441179.jpg.chip,0
7297,24,1,1,20170112231628815.jpg.chip,0
7298,3,1,0,20170109193839054.jpg.chip,0
7299,32,0,0,20170116235403701.jpg.chip,1
7300,26,0,2,20170116182629321.jpg.chip,1
7301,1,0,2,20161219200242220.jpg.chip,0
7302,34,1,0,20170103230321513.jpg.chip,2
7303,1,1,2,20161219200152877.jpg.chip,1
7304,21,0,3,20170104230524803.jpg.chip,0
7305,58,0,0,20170104185324437.jpg.chip,0
7306,26,1,3,20170109133014151.jpg.chip,0
7307,29,1,1,20170113003505958.jpg.chip,0
7308,26,0,3,20170119160406155.jpg.chip,2
7309,25,1,4,20170103223138663.jpg.chip,0
7310,27,0,1,20170113133402529.jpg.chip,0
7311,53,1,0,20170117204229856.jpg.chip,2
7312,22,0,1,20170117020724763.jpg.chip,0
7313,9,0,0,20170110220311291.jpg.chip,2
7314,2,0,2,20161219141147608.jpg.chip,0
7315,23,1,1,20170117175829359.jpg.chip,0
7316,40,0,1,20170117194506722.jpg.chip,0
7317,22,0,0,20170117140116351.jpg.chip,0
7318,16,1,0,20170109212802540.jpg.chip,0
7319,24,1,3,20170117150323460.jpg.chip,0
7320,45,0,1,20170116010527476.jpg.chip,0
7321,30,0,1,20170112215013928.jpg.chip,0
7322,49,0,0,20170104212545028.jpg.chip,0
7323,24,1,2,20170116165105160.jpg.chip,0
7324,17,0,0,20170110231719325.jpg.chip,2
7325,17,0,2,20170105183230223.jpg.chip,2
7326,25,0,0,20170117144604250.jpg.chip,0
7327,1,0,2,20161219141023272.jpg.chip,0
7328,26,0,3,20170119184304951.jpg.chip,0
7329,41,0,0,20170117154715268.jpg.chip,0
7330,52,0,0,20170117154814549.jpg.chip,0
7331,62,1,0,20170110175833643.jpg.chip,0
7332,36,1,0,20170103182854050.jpg.chip,0
7333,26,1,0,20170116162357240.jpg.chip,0
7334,53,0,0,20170105163552388.jpg.chip,0
7335,25,0,1,20170116001032282.jpg.chip,0
7336,36,0,2,20170104203108125.jpg.chip,1
7337,50,0,3,20170119153117800.jpg.chip,0
7338,54,0,0,20170120223356317.jpg.chip,0
7339,45,0,0,20170117135103724.jpg.chip,0
7340,32,1,0,20170117134819735.jpg.chip,0
7341,26,1,3,20170116232358592.jpg.chip,0
7342,30,0,2,20170116173645203.jpg.chip,0
7343,28,0,1,20170113134036488.jpg.chip,0
7344,24,1,0,20170105184011327.jpg.chip,2
7345,44,0,3,20170119200725971.jpg.chip,0
7346,30,0,0,20170116204142744.jpg.chip,2
7347,18,1,0,20170117140504776.jpg.chip,0
7348,26,1,1,20170112213442439.jpg.chip,0
7349,12,0,0,20170117145849076.jpg.chip,0
7350,30,1,2,20170116161745991.jpg.chip,2
7351,38,0,2,20170105170207172.jpg.chip,1
7352,1,1,3,20161220220541057.jpg.chip,2
7353,1,0,0,20170110211538942.jpg.chip,0
7354,17,1,0,20170109213559869.jpg.chip,2
7355,26,1,3,20170104223130527.jpg.chip,0
7356,21,1,2,20170116171702825.jpg.chip,0
7357,2,1,4,20170103210946139.jpg.chip,2
7358,18,1,3,20170119153619553.jpg.chip,0
7359,29,0,4,20170103235921692.jpg.chip,1
7360,51,0,3,20170119200305083.jpg.chip,2
7361,78,0,0,20170112224707532.jpg.chip,0
7362,2,1,3,20161219225311520.jpg.chip,0
7363,26,0,1,20170117195559692.jpg.chip,1
7364,25,0,0,20170113181537380.jpg.chip,0
7365,30,0,1,20170117130040363.jpg.chip,0
7366,70,0,2,20170116173622688.jpg.chip,2
7367,1,0,0,20161220223221043.jpg.chip,2
7368,35,0,1,20170113173010410.jpg.chip,2
7369,41,1,0,20170103183924011.jpg.chip,0
7370,36,1,1,20170117133947127.jpg.chip,0
7371,56,0,0,20170104203949915.jpg.chip,0
7372,26,0,3,20170119180508068.jpg.chip,2
7373,55,1,0,20170117190736258.jpg.chip,0
7374,19,0,0,20170116212106328.jpg.chip,0
7375,56,1,0,20170103162933143.jpg.chip,0
7376,26,1,0,20170104021534429.jpg.chip,0
7377,32,1,0,20170103163352672.jpg.chip,0
7378,1,1,0,20170109190845250.jpg.chip,0
7379,78,0,0,20170111210105923.jpg.chip,0
7380,2,0,2,20161219152914700.jpg.chip,1
7381,30,1,2,20170116163322535.jpg.chip,0
7382,26,1,2,20170116184520573.jpg.chip,2
7383,30,0,0,20170120223905134.jpg.chip,2
7384,25,1,1,20170116003309994.jpg.chip,0
7385,24,1,2,20170116173430041.jpg.chip,1
7386,4,0,2,20161219141105897.jpg.chip,2
7387,30,1,0,20170117092656822.jpg.chip,0
7388,23,0,0,20170104004006925.jpg.chip,0
7389,9,0,0,20170110222903669.jpg.chip,2
7390,29,0,3,20170119164635285.jpg.chip,1
7391,69,0,1,20170113184901806.jpg.chip,0
7392,36,1,1,20170117091839173.jpg.chip,0
7393,50,0,1,20170117173432690.jpg.chip,0
7394,9,0,1,20170110225612237.jpg.chip,0
7395,3,1,2,20161219205437357.jpg.chip,2
7396,30,0,2,20170116193953384.jpg.chip,0
7397,74,0,0,20170116232642012.jpg.chip,0
7398,29,0,3,20170104230635409.jpg.chip,0
7399,42,1,1,20170113012354401.jpg.chip,0
7400,24,0,1,20170117130104056.jpg.chip,2
7401,19,1,3,20170104221938894.jpg.chip,0
7402,31,0,2,20170116191350922.jpg.chip,0
7403,24,0,0,20170113210127326.jpg.chip,2
7404,44,0,0,20170116222018302.jpg.chip,0
7405,29,1,1,20170115235932970.jpg.chip,2
